sample_id,video_time,timestamp,imei,name,type,eventType,eventId,eventDateTime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gravitational,speed,heading,altitude,accuracy,dbm,gpsState,pulseSpeed,brake,blinker_r,blinker_l,latitude,longitude,recordDateTime,oldestDateTime,deviceStatus,rapidAccelerator,rapidDecelerator,leftSteer,rightSteer,fluctuation,frontCollision,leftLaneDeparture,rightLaneDeparture,outgoingDelay,speedOver,drowsinessDetection,distractionDetection,objectDetectionPhone,adaptiveCruiseControlClose,adaptiveCruiseControlNear,eventReserve1,eventReserve2,eventReserve3,eventReserve4,eventReserve5,eventReserve6,eventReserve7,eventReserve8,eventReserve9,nmeaLocalTime,nmeaLocalDate,nmeaLatitude,nmeaLatitudeSector,nmeaLongitude,nmeaLongitudeSector,nmeaLocationQuality,nmeaSatellites,nmeaAltitude,nmeaPositioningMode,nmeaSatelliteNumber,nmeaPdop,nmeaHdop,nmeaVdop,nmeaDirection,nmeaGpsSpeed,vehicleInformationBack,carReserve1,carReserve2,carReserve3,carReserve4,carReserve5,carReserve6,carReserve7,carReserve8,carReserve9,carReserve10,action_label,taxi_id
87,721675.871,1726562108233,,,,,,,0.11831011,0.07848467,0.9812024,-0.008422852,0.023635864,-0.0032196045,0.14321479,51.0,64.0,41.65838623046875,3,-92,2,53.68916702270508,1,0,0,33.67104368,130.42251357,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83509.0,170924,33.67104368333334,1,130.42251356666668,1,1,12,14.3,3,"[10, 12, 23, 25, 28, 29, 31, 32, 65, 66, 67, 75]",0.8,0.6,0.6,64.1,51.8,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111166510
88,898998.656,1726739431018,,,,,,,-0.15751119,0.14762412,0.9641017,0.021057129,-0.018432617,-0.0066223145,0.21884091,3.0,244.0,63.982421875,3,-59,2,8.4772367477417,0,0,0,33.53132452,130.44917116,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95031.0,190924,33.531324516666665,1,130.44917116666667,1,1,12,36.5,3,"[3, 16, 25, 26, 28, 29, 31, 67, 68, 69, 78, 79]",0.9,0.6,0.7,244.1,3.6,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111166510
89,932134.965,1726772567327,,,,,,,0.053324796,0.26831025,1.0283537,-0.010559082,0.041549683,0.1950531,0.27502334,23.0,32.0,48.415771484375,3,-82,2,27.5510196685791,1,0,0,33.58014901,130.35568749,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190248.0,190924,33.58014901666667,1,130.35568748333333,1,1,12,21.1,3,"[2, 3, 6, 14, 19, 21, 22, 69, 70, 71, 75, 76]",0.8,0.5,0.7,32.4,23.1,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111166510
90,101364.212,1719138903875,,,,,,,-0.038797807,-0.038413223,0.9616883,0.019546509,-0.027450562,0.014465332,0.06669807,22.0,157.0,34.0948486328125,3,-70,2,21.66404914855957,0,0,0,33.59423674,130.39434911,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103505.0,230624,33.59423673333333,1,130.39434911666666,1,1,12,6.7,3,"[5, 10, 12, 13, 15, 18, 22, 23, 24, 65, 66, 67]",0.9,0.6,0.7,157.1,22.7,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111177764
91,6830561.331,1725868100994,,,,,,,-0.15679806,0.04342994,1.0144588,0.024307251,-0.004501343,0.03414917,0.16334274,1.0,67.0,68.80450439453125,3,-81,2,1.6483516693115234,1,0,0,33.5216111,130.45153958,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74821.0,90924,33.52161556666667,1,130.4515535666667,1,1,12,41.4,3,"[10, 12, 15, 23, 24, 25, 28, 32, 0, 0, 0, 0]",0.9,0.6,0.7,70.1,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111177764
92,6899684.553,1725937224216,352176111177764.0,EVT_352176111177764_20240910120026.gz,EVT,11.0,2c56218d-c185-4096-93e0-504392b8577f,20240910120026.0,-0.33098805,-0.09777925,0.9590009,0.02684021,-0.01763916,-0.1274414,0.34755546,18.0,303.0,37.927978515625,3,-69,2,17.89638900756836,0,1,0,33.5856208,130.40896455,20240910120026.0,20240902224530.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30025.0,100924,33.5856208,1,130.40896455,1,1,12,10.5,3,"[5, 11, 13, 15, 18, 20, 24, 30, 65, 71, 72, 73]",0.9,0.5,0.7,303.4,18.4,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111177764
93,6916032.971,1725953572634,,,,,,,-0.083506055,-0.011783522,1.1146234,-0.035324097,-0.07557678,0.022659302,0.14230473,28.0,230.0,40.36822509765625,3,-98,2,30.84772491455078,1,0,0,33.56260461,130.42609684,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73253.0,100924,33.56260461666666,1,130.42609683333333,1,1,12,12.9,3,"[10, 12, 23, 24, 25, 28, 32, 65, 66, 67, 75, 76]",1.0,0.7,0.8,230.6,28.9,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111177764
94,7301941.455,1726339481118,,,,,,,-0.51666105,0.09009225,0.8781355,0.0033416748,0.0016479492,0.002243042,0.5384294,0.0,0.0,45.484375,3,-76,2,0.0,1,0,0,33.5907435,130.40787514,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184441.0,140924,33.590743499999995,1,130.4078751333333,1,1,12,18.1,3,"[2, 3, 6, 8, 14, 17, 19, 21, 22, 30, 65, 72]",0.9,0.5,0.7,309.1,0.0,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111177764
95,7303691.023,1726341230686,,,,,,,-0.29165462,0.43822932,0.9032985,-0.15629578,0.026473999,0.2195282,0.5352182,40.0,191.0,63.40869140625,3,-87,2,39.089481353759766,1,0,0,33.52483778,130.42436113,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191350.0,140924,33.52483778333334,1,130.42436113333332,1,1,12,35.9,3,"[2, 3, 6, 14, 17, 19, 21, 22, 30, 65, 66, 72]",0.8,0.5,0.7,191.8,40.1,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111177764
96,7303694.664,1726341234327,,,,,,,-0.3756963,0.029015055,0.800202,0.0061798096,0.03126526,-0.030288696,0.42650768,25.0,143.0,62.6087646484375,3,-79,2,27.080062866210938,0,0,0,33.52457358,130.42444262,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191354.0,140924,33.524573583333336,1,130.42444261666665,1,1,12,35.1,3,"[2, 3, 6, 14, 17, 19, 21, 22, 30, 65, 66, 72]",0.8,0.5,0.7,143.4,25.7,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111177764
97,7341385.534,1726378925197,352176111177764.0,EVT_352176111177764_20240915144205.gz,EVT,11.0,44479ec3-816a-4a2f-94e5-dc6e32c927e1,20240915144205.0,-0.3984163,0.06492926,0.9506942,-0.015670776,-0.002670288,-0.013381958,0.4066724,11.0,138.0,39.69696044921875,3,-88,2,11.302982330322266,1,0,0,33.59025362,130.36451528,20240915144205.0,20240909100611.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54206.0,150924,33.590253616666665,1,130.36451528333336,1,1,12,12.3,3,"[10, 12, 15, 18, 23, 24, 25, 32, 69, 70, 71, 73]",0.8,0.5,0.6,138.2,11.5,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111177764
98,7559049.491,1726596589154,352176111177764.0,EVT_352176111177764_20240918030950.gz,EVT,13.0,3fe87412-f2a2-48a7-81c2-c813b033c632,20240918030950.0,-0.56796485,0.4362737,0.7686864,-0.21150208,0.16210938,0.8430939,0.75261194,2.0,234.0,48.67645263671875,8,-78,2,7.299842834472656,0,0,0,33.58972982,130.39045452,20240918030950.0,20240911075609.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180949.0,170924,33.58972981666667,1,130.3904545166667,1,1,12,21.3,3,"[2, 3, 7, 8, 14, 17, 19, 21, 22, 30, 67, 68]",0.9,0.5,0.7,234.2,2.2,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111177764
99,7560917.185,1726598456848,352176111177764.0,EVT_352176111177764_20240918034058.gz,EVT,13.0,a37ef04c-706e-431d-802a-28c28044e409,20240918034058.0,-0.83743507,0.10206261,0.79971313,-0.101364136,0.0027618408,0.16644287,0.86708075,17.0,188.0,39.9339599609375,3,-63,2,20.72213554382324,0,0,0,33.58555736,130.3954642,20240918034058.0,20240911082748.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184057.0,170924,33.58555736666667,1,130.3954642,1,1,12,12.5,3,"[2, 3, 6, 8, 14, 17, 19, 21, 22, 30, 67, 68]",0.8,0.5,0.6,188.5,17.3,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111177764
100,7562065.618,1726599605281,,,,,,,-0.4467898,-0.0007894088,0.9382349,-0.07296753,0.034194946,0.23916626,0.45103955,10.0,78.0,74.70440673828125,3,-88,2,12.009418487548828,0,0,0,33.52141617,130.45162472,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190006.0,170924,33.52141616666667,1,130.45162471666666,1,1,12,47.2,3,"[2, 3, 6, 8, 14, 17, 19, 21, 22, 67, 68, 69]",0.8,0.5,0.7,78.5,10.4,0,0,0,0,0,0,0,0,0,0,0,,taxi352176111177764
